,GAT Actual Boiling Point,GAT Predicted Boiling Point
197,396.650011614114,413.21804119080304
198,532.1500071649252,531.6340509246289
199,349.4500010523945,276.39117063000793
200,491.64999798640605,492.42499113053077
201,560.450017094314,576.1061783538759
202,499.149983459562,471.6501584239304
203,436.649982817322,439.72425250723956
204,392.14999842435117,403.81578654214735
205,340.7499938070773,339.7786145451664
206,527.1499925096333,520.7505213975907
207,414.14998988807196,388.2952226132154
208,354.14999657347795,357.75022618398066
209,558.1500103528798,591.0698220670223
210,336.650000044629,342.6529566684365
211,463.6499889363348,482.5173315685987
212,467.14999919503924,471.3102523528039
213,499.149983459562,493.16599366754286
214,439.149990144968,434.8576080858707
215,606.1500050045549,552.4129727268219
216,359.64999443940815,342.66447550468143
217,342.249998203665,344.0851623997092
218,441.649997472614,439.74893311992287
219,444.15000480026004,415.24028151020406
220,388.75000671364364,394.34942071616643
221,410.65001613914967,410.8668477348983
222,691.149998576045,678.7484288200736
223,510.15001570120455,502.5366308449208
224,447.65001505896447,431.84752259284255
225,585.1500164718926,570.99652482301
226,420.6500089399516,413.391718224138
227,552.6499942320585,529.2410537682474
228,614.6499934087693,628.2069882380963
229,484.1500125132501,498.60135096430776
230,632.1500081925094,626.3580963639914
231,383.2500088477134,399.03172724783417
232,478.6499963924289,475.5136235632002
233,505.65000251144164,503.4348079937696
234,528.649996906221,557.2568715539574
235,568.1500031536817,566.4028640422225
236,553.649997163117,545.955195492804
237,508.6500113046169,515.3027142651379
238,500.1499863906204,511.8548764850199
239,474.14998320266596,490.9313759458065
240,553.1499956975877,555.853654589653
241,518.1500026398896,499.826947838813
242,507.6500083735585,469.4911889706552
243,409.150011742562,404.5886256091296
244,553.1499956975877,522.4599459041655
245,514.1499909156561,481.91170730352394
246,536.5499835518002,521.3548313105106
247,469.35000564336775,468.63138360276815
248,508.1500098390877,501.73980485111474
249,483.45001046150924,489.21935924470415
250,521.6500128985941,538.9244702486694
251,356.15000243559473,355.56349104143675
252,320.75000820547336,307.710448262617
253,514.1499909156561,513.3585683695972
254,394.150004286468,378.32934820376335
255,524.149983716458,493.44923655688757
256,327.54999162688847,322.6794224039465
257,618.650005133003,588.5445499701798
258,613.1499890121818,574.0294289298355
259,494.65000677958125,489.4611270216107
260,560.1500162149965,579.1887722741068
261,378.1499938993155,405.0113358660042
262,356.15000243559473,374.22796706959605
263,394.150004286468,411.8728017604351
264,488.1499877277016,466.54616390928624
265,531.1500042338669,528.2608756488562
266,452.44999261826274,440.70132729515433
267,484.1500125132501,468.48446823969476
268,792.1500025346875,725.7274639257789
269,350.4500039834529,353.5430579562485
270,533.1500100959837,510.11631717234843
271,531.7500059925019,552.8222473838925
272,434.15001199945806,423.95761264711615
273,593.1500034105778,620.8869229710101
274,532.1500071649252,558.6221913644672
275,454.64999906659125,467.99348469033833
276,440.64999454155566,445.0990400755405
277,411.44998197421427,400.66093976318837
278,401.7499900527298,408.1287966281175
279,541.8499990864098,519.9411725485324
280,511.1499821224808,524.2661213332415
281,513.1499879845976,508.0198889757693
282,478.14999492689964,481.61590504914517
283,503.1499951837956,478.63783863499754
284,568.1500031536817,529.5477359376847
285,406.1500029493868,411.40916403785343
286,443.1500018692016,429.43152427375315
287,472.1500138503312,467.11159090429544
288,451.14998880788676,461.9279320451617
289,468.1500021260976,446.60200176447626
290,341.1499949795007,347.4062747262418
291,399.74998419061296,411.0954354804754
292,430.6500017407536,422.34859004124996
293,540.1499941036104,525.2598445817828
294,390.64999402776357,375.05715898521237
295,399.44998331129545,398.8553119808435
296,480.1500007890164,494.8948048684001
297,481.1500037200749,462.5162506735325
298,423.65001773312684,433.1672781953215
299,412.249984319061,434.39627047955986
300,482.15000665113325,505.4303596624731
301,553.1499956975877,496.9392431353033
302,410.5500158460438,417.3249900667369
303,489.64999212428927,479.42331008657806
304,375.6500048265606,374.8858550877124
305,334.1499927169829,344.2570504537224
306,428.1499944131076,434.87575344756243
307,607.1500079356133,567.2740604621172
308,450.1499858768284,430.2623408746719
309,353.7499954010546,360.73384208500386
310,225.55000299207865,247.1400991324335
311,482.65000811666243,475.0564845818281
312,481.1500037200749,484.11295508444306
313,570.1500090157986,549.8627644488215
314,571.3500125330686,525.3684976932407
315,556.150004490763,548.450894666165
316,476.1499890647828,473.7059512330591
317,527.6499939751625,515.0155648291111
318,498.1500170382857,481.01502705574035
319,375.7500051196664,370.32189501464364
320,509.9999970066547,504.23889943420886
321,534.1500130270421,557.0948411411047
322,386.65000055842097,374.9026313325762
323,573.1500178089738,595.3891118355095
324,323.34999757133426,326.89365527451037
325,320.45000732615586,356.99412685208017
326,491.14999652087687,493.027475554347
327,330.5500004200637,327.4217327624559
328,361.14999883599575,359.44869775593276
329,458.1500093252957,471.7353357455134
330,510.15001570120455,477.7882925158739
331,538.1499882414937,545.6394588974118
332,486.44998274490234,479.7616827468574
333,361.7500005946308,393.34792088404294
334,466.64999772951006,443.44835980832573
335,530.6500027683377,533.5120410950482
336,427.249991775155,404.0545970267057
337,477.1499919958412,456.5095517970621
338,396.15001014858484,384.1824504270404
339,475.14998613372444,469.78823255762455
340,466.64999772951006,458.4449718546867
341,496.1500111761689,464.63743250235916
342,564.6499928949773,596.4984250541031
343,383.6499917652458,376.4422853524983
344,454.14999760106207,456.8389065411687
345,330.65000071316956,338.5205604743957
346,454.14999760106207,434.56275508582587
347,561.1499826362729,554.2441573566198
348,502.14999225273726,507.3801645742356
349,387.6500034894794,374.49328365594147
350,409.150011742562,402.6682840915024
351,422.6500148020684,444.9725701904296
352,472.1500138503312,458.1268621234595
353,417.6500001467764,436.14092692583796
354,366.14999523639676,361.6246807676553
355,545.1500087589025,516.7567163363099
356,453.1499946700036,479.6175421272218
357,368.1500010985136,368.7686228460073
358,486.9499842104316,463.54341688245535
359,720.1500105571747,685.8503846490382
360,507.6500083735585,507.64708759099244
361,365.14999230533834,377.3197979646921
362,369.15000402957196,372.94762377686794
363,400.31000773787497,397.0934229174256
364,537.1499853104353,548.8614471656084
365,468.1500021260976,461.30098606735464
366,573.1500178089738,594.5919572536648
367,481.1500037200749,472.209524795115
368,528.649996906221,502.8466354045271
369,390.64999402776357,389.1256376065313
370,609.1500137977301,644.4431438957154
371,607.1500079356133,625.9864998020231
372,518.1500026398896,507.64964327573773
373,547.1500146210193,525.877699623853
374,549.6499854388833,568.7373725277185
375,544.1500058278441,531.8692834505439
376,471.35001150548453,461.97904574006793
377,413.14998695701354,397.9616985547542
378,513.1499879845976,510.93026625394816
379,466.04999597087493,477.8142874807119
380,494.15000531405207,475.4881762450933
381,409.150011742562,429.79494264453643
382,403.14999415621156,482.0244130007922
383,508.1500098390877,523.9378983923792
384,481.6500051856041,488.2919012506306
385,406.1500029493868,402.5542275322973
386,434.15001199945806,453.58409597888584
387,425.1499856199324,415.1419241572916
388,557.1500074218213,535.4506009939313
389,475.14998613372444,488.608222002536
390,386.9500014377385,400.14107697620983
391,440.1499930760264,444.1213446213305
392,353.84999569416044,337.07513820201154
393,459.15001225635405,453.42546097576616
394,430.1500002752244,407.66753204137086
395,358.6499915083498,359.1763895463198
396,478.14999492689964,467.5729285106063
397,591.149997548461,549.6914605513215
398,461.1500181184709,473.995546824485
399,463.74998922944064,471.7493920116126
400,512.1499850535392,479.86033217802645
401,523.6499822509288,533.324344305396
402,560.1500162149965,555.0164122670889
403,551.1499898354708,470.40794959858056
404,420.1500074744224,430.65113354399796
405,552.1499927665293,534.4904667448998
406,387.45000290326766,389.46229430705307
407,412.1499840259552,395.52624052181835
408,537.6499867759645,534.3263552744686
409,364.25000792227684,365.68172077149154
410,458.85001137703654,459.1177010992169
411,481.1500037200749,450.4919730055332
412,492.65000091746447,503.0112580119073
413,508.1500098390877,469.20856674760574
414,611.1499831500649,635.2121201249956
415,433.15000906839964,452.52837912037967
416,449.14998294577,469.32116291552785
417,486.1499818655848,526.5764603430033
418,434.7500137580931,429.6403602272272
419,541.1499970346689,593.0170347842574
420,558.1500103528798,627.0816472251713
421,558.1500103528798,519.2517218238115
422,410.15001467362043,406.6911874490976
423,357.15000536665315,275.35593575924634
424,309.04999216698104,341.5913617350161
425,454.14999760106207,450.5167996573448
426,490.14999358981845,502.5770106638968
427,528.4499963200092,530.5379907569288
428,419.2500048364699,407.4974694764614
429,504.1499981148541,499.36148462712765
430,391.14999549329275,388.00224986694747
431,483.45001046150924,484.93603161156176
432,412.1499840259552,427.72582376495
433,585.6500179374218,582.7402613255381
434,529.1499983717501,524.2460409530997
435,546.1500116899609,503.10979791373006
436,411.15001760467885,413.97459689497947
437,483.15000958219173,472.59630942642684
438,503.6499966493249,520.0810780334473
439,515.8499958984553,505.1593475501239
440,609.1500137977301,623.8085817718506
441,369.15000402957196,366.03038919031616
442,355.14999950453637,355.66120947316284
443,489.64999212428927,510.61029452383514
444,549.149983973354,599.307268628329
445,422.15001333653925,429.7101669305563
446,444.15000480026004,453.50169340074063
447,332.1500051097571,318.7444163466989
448,263.15000367052846,275.22347826987505
449,266.9499965536594,284.56618546396487
450,468.1500021260976,485.94403018489476
451,585.6500179374218,562.6310384559631
452,490.64999505534763,494.656615050137
453,341.34999556571245,363.6712000921368
454,398.6500174762308,388.2326083369553
455,643.1500039243698,686.294781716466
456,482.65000811666243,452.8370693278313
457,508.6500113046169,482.9470151938498
458,576.1499900923669,571.2270840968191
459,372.54999574027954,375.3391057772934
460,514.1499909156561,522.3843341454864
461,358.15000829771157,364.6644852232933
462,435.0500146374106,436.768347530812
463,516.6499982433021,480.2771643599867
464,439.149990144968,448.56498670756815
465,438.6499886794388,444.2604834008216
466,353.14999364241953,426.8943499879539
467,427.249991775155,401.6626951637864
468,281.4500025442242,282.38081943824886
469,517.1499997088313,516.8414190307259
470,490.8499956415593,498.2402327097952
471,510.15001570120455,506.83372266590595
472,543.1500028967857,527.7948282806575
473,525.1499866475165,549.0807614265382
474,432.1500061373412,461.3591461502015
475,453.1499946700036,452.93257891774175
476,378.1499938993155,346.8486425697058
477,515.1499938467144,500.8074180364609
478,353.14999364241953,350.6697381068766
479,397.35001366585493,402.1706192520261
480,562.6499870328605,573.8663762430846
481,434.15001199945806,423.773749384582
482,496.6500126416981,526.2468135206401
483,581.150004747659,559.1449384242296
484,398.1500160107016,383.66651244163506
485,451.44998968720427,446.08381842747326
486,470.99999222472303,459.8317229072749
487,520.1500085020065,482.4400768697261
488,564.1499914294482,558.8826521497964
489,554.1499986286461,587.0693357156217
490,416.1499957501888,410.78291174590584
491,416.4499966295063,405.2462763136625
492,424.149982688874,414.182228025645
493,377.14999096825716,380.3968789078295
494,366.64999670192594,411.9053319762647
495,353.14999364241953,341.7103653696924
496,418.15000161230563,412.59806858137244
497,252.05000764556223,249.91692362777883
498,398.55001718312496,385.1171921226382
499,354.14999657347795,356.79644463703033
500,408.35000939771527,416.7656236955523
501,503.1499951837956,517.2476998856663
502,454.5499987734854,477.3685030415654
503,681.150005775243,680.6914064025879
504,465.4499942122399,461.29631281524894
505,448.6500179900229,458.12890667125583
506,614.1499919432401,616.0525531969964
507,461.84998366042964,441.98344131231306
508,492.1499994519353,533.9720278394221
509,498.1500170382857,528.9527725289761
510,395.6500086830556,404.6973882499337
511,569.1500060847401,581.3132034735381
512,434.15001199945806,435.14304156213996
513,534.1500130270421,529.5717228645086
514,493.15000238299365,490.3589025628566
515,404.14999708727,382.25683324590324
516,424.149982688874,405.0914018180966
517,538.1499882414937,540.9129025098681
518,490.14999358981845,490.1845683534443
519,310.64999685667453,322.91565894886844
520,468.6500035916269,455.3651526778936
521,454.4499984803796,459.43577432066195
522,469.65000652268526,468.6064839313924
523,519.6500070364773,505.3046564827859
524,338.15000444121654,343.0777114731073
525,531.1500042338669,532.5384347364306
526,580.6500032821298,572.1065682372451
527,543.1500028967857,530.5145879866183
528,435.1500149305164,421.61846741929645
529,623.1499818129837,660.3599849992991
530,479.64999932348724,487.595404137969
531,423.65001773312684,411.3524278365075
532,518.6500041054189,513.5560497808456
533,411.15001760467885,409.1810085475444
534,521.150011433065,530.2463141079246
535,481.9500060649216,494.0249228006601
536,528.649996906221,499.03362678408615
537,627.1499935372174,627.3738350111246
538,305.6500004562735,310.56071218460795
539,391.14999549329275,411.93983372032636
540,430.6500017407536,446.8930577471852
541,487.64998626217243,488.11650825753804
542,428.1499944131076,459.68710766047235
543,439.24999043807384,438.6094263115525
544,221.5500003952905,245.54270489215844
545,580.6500032821298,610.7014239674807
546,411.649982560426,393.1606987215578
547,518.1500026398896,530.0952001199126
548,454.64999906659125,450.9664906431734
549,479.14999785795806,449.8289553630351
550,345.6500081692636,343.5858181102574
551,471.15001091927286,486.59649650037284
552,524.149983716458,522.3080287009477
553,481.1500037200749,484.9709349632263
554,386.04999879978595,386.2206090114265
555,405.1500000183284,407.75636034116144
556,559.6500147494673,533.8964525905251
557,385.6499976273626,387.1131271440535
558,421.1500104054808,432.11086765095587
559,463.1499874708056,467.7592014187574
560,454.64999906659125,431.6964816243946
561,508.1500098390877,535.6536684018373
562,638.1499892690778,668.4062663416564
563,408.1500088115036,411.16392783164974
564,549.149983973354,522.040192939639
565,604.1499991424382,628.0758451008796
566,429.14999734416597,408.2423420503735
567,429.14999734416597,444.21502872213716
568,616.149997805357,617.0601136529446
569,499.149983459562,482.64745243191715
570,368.1500010985136,361.610587991774
571,430.6500017407536,420.055994785577
572,514.1499909156561,515.9330921624601
573,490.14999358981845,472.2723581300675
574,397.65001454517244,393.6363846722245
575,550.6499883699416,580.116084229052
576,187.45000084809953,246.9241620263457
577,498.1500170382857,494.58834175765514
578,635.1500169856846,607.830659802854
579,490.64999505534763,504.8691678021848
580,612.1499860811234,616.1245869970321
581,498.1500170382857,502.29183275610205
582,470.15000798821444,468.2857089860737
583,439.64999161049724,440.47467456802724
584,578.1499959544836,529.3475528025626
585,486.649983331114,477.82965809896587
586,482.15000665113325,479.0303553020954
587,377.64999243378634,380.01159117758266
588,458.1500093252957,450.2259262235462
589,492.1499994519353,490.6947560481727
590,500.1499863906204,476.97083849519487
591,542.1499999657273,530.7644609351455
592,377.64999243378634,383.7102876703441
593,311.6499997877329,316.619236696735
594,407.1500058804452,401.2654322250187
595,429.14999734416597,442.92740172788496
596,412.249984319061,381.96041032522913
597,462.4499854190648,459.23102746278045
598,309.6499939256161,323.14685714386394
599,503.1499951837956,485.80284685760734
600,469.7500068157911,479.8909638851881
601,542.6500014312564,553.3189629690348
602,413.6499884225428,420.4276643671095
603,439.64999161049724,448.98415551558134
604,468.6500035916269,459.3820319214463
605,340.1499920484423,348.1823996736109
606,309.1499924600869,305.59207768701015
607,536.1499823793769,523.5824391540884
608,558.050010059774,565.2453214015067
609,530.1500013028085,549.5994559004903
610,485.6500169098377,466.7173947872221
611,532.950009509772,517.640618160367
612,509.65001423567526,508.6066011737287
613,516.3499973639846,540.5264099568128
614,365.14999230533834,349.47519280202687
615,409.8500137943029,383.437431814
616,569.1500060847401,551.316036324352
617,536.1499823793769,559.0191257151961
618,382.1500056235492,383.2529843949526
619,462.4499854190648,469.36285708665844
620,489.04999036565425,499.06984448790547
621,386.7500008515268,392.2785128572583
622,511.1499821224808,514.9088832458854
623,415.5499939915537,420.3886354100704
624,643.1500039243698,705.4933776015043
625,492.1499994519353,493.90086256116626
626,365.14999230533834,369.2086387395858
627,521.150011433065,461.73370000451797
628,558.1500103528798,515.5702579481899
629,549.149983973354,528.1115141303837
630,422.15001333653925,433.81518078804015
631,483.15000958219173,468.82857293575995
632,443.1500018692016,441.15101828098295
633,430.1500002752244,436.9246093980968
634,495.6500097106397,491.5724877190589
635,581.6500062131881,566.1342980852722
636,547.1500146210193,538.844951943308
637,601.1499903492629,598.1058047197758
638,539.1499911725521,513.8151231944561
639,536.649983844906,545.0215673455596
640,603.1499962113797,604.7237868775427
641,349.65000163860617,369.32220241673286
642,539.6499926380814,549.315920932889
643,587.1499858242273,604.6395588102937
644,398.1500160107016,377.8830343727767
645,319.9500058606267,326.68571381069717
646,483.15000958219173,501.11431926459073
647,337.65000297568736,354.69859255895017
648,650.1499879319965,668.8522698394954
649,191.05000227246433,215.16050558120008
650,503.1499951837956,503.92064366385335
651,555.1500015597045,570.4616565155983
652,441.14999600708484,447.4195288047194
653,524.149983716458,529.8015154328942
654,404.5499982596934,397.8686351202428
655,359.8499950256198,353.1467807815969
656,506.1500039769709,509.3515467672049
657,528.1499954406917,525.4605023440719
658,378.94999624416226,371.75284115843476
659,376.15000629208976,367.10919848598536
660,404.14999708727,380.4676348654925
661,503.1499951837956,503.30366485655304
662,394.3500048726797,386.85494822010395
663,308.84999158076937,328.6676655855774
664,432.4500070166588,424.9654651813209
665,451.14998880788676,453.30592794924974
666,469.1500050571561,442.7077223691344
667,504.1499981148541,440.57923858389256
668,353.14999364241953,355.1396672362089
669,378.1499938993155,379.48216282770034
670,710.7499830052257,645.6151079003513
671,503.1499951837956,513.6731001421809
672,583.1500106097758,556.1881937228143
673,437.14998428285116,429.46208296135063
674,389.150007886067,401.9902244187891
675,713.9499923846125,669.7151055192946
676,467.6500006605684,492.6474817425012
677,435.29999711528416,435.95929076001045
678,538.1499882414937,545.2597571638227
679,580.1500018166005,593.4230965805054
680,449.14998294577,432.4308393810689
681,565.6499958260357,560.4508203095197
682,498.1500170382857,500.28740921035404
683,442.1499989381432,447.20945151865476
684,215.35000047761943,248.2170829389989
685,535.1500159581005,538.3371008746326
686,473.55001795381304,485.2608226329088
687,481.1500037200749,483.40280331328506
688,516.6499982433021,514.3683194124699
689,692.1500015071034,690.1644535186887
690,534.1500130270421,523.8706838835775
691,488.1499877277016,500.7552820676565
692,325.7500046058744,310.12358056381345
693,513.1499879845976,482.1032741300761
694,461.1500181184709,496.97527829021215
695,443.75000362783663,434.079730668962
696,463.54998864322897,485.87400442287327
697,520.1500085020065,547.8534120824933
698,420.6500089399516,412.9692635357379
699,346.14999137990173,333.40068420454855
700,559.1500132839382,526.2085512690246
701,479.64999932348724,475.067985163182
702,508.1500098390877,482.09177354872224
703,425.6499870854616,416.37624686971304
704,507.15000690802924,527.4954845774173
705,610.6500181943178,606.6030183805525
706,382.1500056235492,363.43521911568934
707,475.14998613372444,492.9734045670926
708,469.1500050571561,452.082521661669
709,501.14998932167885,486.2402340468764
710,317.849999705404,332.187938773334
711,525.1499866475165,490.21209672912954
712,402.1499912251532,374.8869321262836
713,465.6499947984516,476.7652884221077
714,541.1499970346689,524.5241724729538
715,503.1499951837956,497.94081598699086
716,561.649984101802,540.2410860098898
717,481.1500037200749,523.480686391443
718,476.64999053031204,482.8226993858814
719,432.7500078959763,396.6373062099516
720,336.1499985790997,342.91193880759175
721,323.54999815754593,332.5010284095257
722,538.1499882414937,548.1461840249598
723,383.4499911790341,383.572134654969
724,482.3500072373449,479.61202915012836
725,388.15000495500857,376.3010107507556
726,369.15000402957196,427.43783460393547
727,441.14999600708484,435.3429691287875
728,410.15001467362043,389.0692665030062
729,466.1499962639809,463.02527005523444
730,427.1499914820492,426.42899630561465
731,588.1499887552857,565.6685062855481
732,484.1500125132501,485.1727975483239
733,424.149982688874,400.22764166951174
734,429.54999851658937,408.63865573480723
735,400.64998682856555,401.4012851241231
736,439.149990144968,432.683012445867
737,468.6500035916269,475.32691253766416
738,436.84998340353366,418.49534764096137
739,462.1499845397472,473.77988354176284
740,403.6499956217408,405.6458028589189
741,471.65001238480204,489.5247270619868
742,599.3499850733579,580.8957871350646
743,488.6499891932308,490.61596793845297
744,458.1500093252957,450.7632041765749
745,548.1500175520778,558.546104978621
746,435.1500149305164,466.9797905910015
747,414.14998988807196,409.75611063480375
748,548.1500175520778,557.1106498767435
749,541.1499970346689,538.4941294473409
750,563.1499884983897,524.9066489499808
751,589.6499931518733,546.2921077618003
752,454.14999760106207,465.16098277732726
753,201.15000449381762,208.27987205117938
754,337.65000297568736,337.4106630992889
755,388.6500064205378,373.87606753505764
756,572.1500148779153,534.8275980725884
757,521.150011433065,508.5987515705824
758,395.1500072175264,394.2968466299772
759,476.4499899441003,462.98390447214246
760,411.15001760467885,414.120161396116
761,347.19999445751307,368.48231313496825
762,476.1499890647828,501.0548448295891
763,519.1500055709481,526.7763148900866
764,424.149982688874,401.1838693718612
765,553.1499956975877,518.3443442098796
766,493.6500038485229,497.4003616829216
767,625.6499891406297,677.5755155611038
768,590.1499946174025,562.6822251704335
769,483.15000958219173,482.4172947657108
770,528.1499954406917,525.1793770220875
771,506.1500039769709,509.06673395723095
772,431.1500032062828,444.25650383457537
773,513.1499879845976,494.5320436736941
774,483.15000958219173,478.23363883763545
775,338.15000444121654,335.47484143406143
776,387.15000202395015,376.23576777018604
777,468.1500021260976,480.5723824578523
778,448.15001652449365,445.5252917812764
779,499.149983459562,488.7039141413569
780,370.7500087192654,400.0343953929841
